WKT,nama,deskripsi
"POLYGON ((106.8833404 -6.2987629, 106.8836837 -6.3008104, 106.8849712 -6.3033698, 106.8877607 -6.3048201, 106.8901639 -6.3055026, 106.8929105 -6.3060571, 106.8952708 -6.3066969, 106.8981891 -6.3081046, 106.9017081 -6.3107492, 106.9035964 -6.3110051, 106.9045406 -6.3098535, 106.905313 -6.3081899, 106.905828 -6.3066543, 106.9061284 -6.3046495, 106.9060855 -6.3034125, 106.9061713 -6.2996587, 106.9035106 -6.2993601, 106.902266 -6.2991468, 106.8999057 -6.2987203, 106.8970733 -6.2987629, 106.8954425 -6.2983364, 106.8933397 -6.2988483, 106.8892198 -6.2988909, 106.8880611 -6.2989336, 106.886559 -6.2989336, 106.8847137 -6.2988483, 106.8833404 -6.2987629))",TMII,
