WKT,nama,deskripsi
"POLYGON ((106.746043 -6.3678863, 106.746043 -6.3839226, 106.7419232 -6.3992761, 106.7402066 -6.4074645, 106.7553128 -6.4054174, 106.7762554 -6.4057586, 106.7814053 -6.4156527, 106.7834652 -6.4330522, 106.7707623 -6.4374873, 106.7511929 -6.4286171, 106.7419232 -6.4422634, 106.7741955 -6.4470396, 106.7920483 -6.4422634, 106.801318 -6.4511334, 106.8099011 -6.4364638, 106.8164242 -6.4136056, 106.8256939 -6.418382, 106.8377102 -6.4023468, 106.8456066 -6.4071233, 106.8596829 -6.4095115, 106.8634594 -6.3999585, 106.8689526 -6.3886993, 106.8675793 -6.3801695, 106.8462933 -6.3784635, 106.8305004 -6.3747103, 106.8126477 -6.3678863, 106.7934216 -6.3651566, 106.7807186 -6.3617445, 106.7628659 -6.3590149, 106.746043 -6.3678863))",Kota Depok,
