WKT,nama,deskripsi
"POLYGON ((106.8164178 -6.3051875, 106.8169757 -6.306979, 106.8163749 -6.3077042, 106.815817 -6.3086852, 106.8156882 -6.3099649, 106.8163749 -6.3106047, 106.8176194 -6.3102635, 106.8177481 -6.3115431, 106.8177052 -6.3137185, 106.817319 -6.3149555, 106.8162461 -6.3153394, 106.8167611 -6.3161925, 106.8179627 -6.3162352, 106.8186494 -6.317003, 106.820366 -6.3176001, 106.822898 -6.317003, 106.8234988 -6.3178134, 106.8248721 -6.3177281, 106.8259021 -6.3112446, 106.8265887 -6.3116284, 106.8270608 -6.3086426, 106.8259879 -6.3085146, 106.8245717 -6.3084293, 106.8247004 -6.3063392, 106.823928 -6.3063818, 106.822383 -6.3066378, 106.8207093 -6.3065525, 106.8207093 -6.305614, 106.8198081 -6.3057847, 106.8189498 -6.30587, 106.8176194 -6.3051448, 106.8164178 -6.3051875))",Kebun binatang ragunan,
