WKT,nama,deskripsi
"POLYGON ((106.72999 -6.1254207, 106.7272435 -6.1513635, 106.7299901 -6.1875449, 106.7457829 -6.2175803, 106.7602024 -6.2476141, 106.7677555 -6.274916, 106.7862949 -6.2899314, 106.8165072 -6.2912965, 106.8631989 -6.3076764, 106.8851715 -6.3035815, 106.9188171 -6.3117713, 106.9558959 -6.294709, 106.9586425 -6.2687732, 106.9552092 -6.2442013, 106.9490294 -6.2196282, 106.9428496 -6.1943713, 106.9435363 -6.1616038, 106.9298034 -6.1322479, 106.9222504 -6.1138142, 106.9023376 -6.1056213, 106.889978 -6.1069868, 106.8927246 -6.1308824, 106.8741853 -6.1213243, 106.8446596 -6.1254207, 106.8185671 -6.1281516, 106.7897281 -6.1308824, 106.7746219 -6.1226898, 106.7567692 -6.1199588, 106.7409763 -6.1192761, 106.72999 -6.1254207))",Kota DKI Jakarta,
