WKT,nama,deskripsi
"POLYGON ((110.0390146 -7.8575085, 110.5059335 -8.1240598, 110.8465097 -8.1838738, 110.758619 -8.0207239, 110.8300302 -7.8248577, 110.7201669 -7.8194156, 110.5059335 -7.7323332, 110.4345224 -7.5363322, 110.2807138 -7.6724536, 110.1653573 -7.6452327, 110.0390146 -7.8575085))",DIY Yogyakarta,
