WKT,nama,deskripsi
"POLYGON ((106.8525983 -6.2370128, 106.8521799 -6.2381006, 106.8520297 -6.2399351, 106.8525554 -6.2415029, 106.8533815 -6.2420041, 106.8536283 -6.2415242, 106.8530811 -6.2408203, 106.8530275 -6.2395085, 106.8536498 -6.2370448, 106.8525983 -6.2370128))",Tebet Eco Park,
